Ord_ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
1897,689,9,2603,2011-12-21,2011-12-22,ERICA HERNANDEZ,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,22943,28,NOT SPECIFIED,1
1900,692,4,2606,2012-01-05,2012-01-06,HAROLD DAHLEN,NOVA SCOTIA,ATLANTIC,CORPORATE,1319421,10,MEDIUM,1
1923,666,9,2635,2010-11-06,2010-11-06,KARL BROWN,NOVA SCOTIA,ATLANTIC,CORPORATE,6747,23,LOW,0
739,255,9,1007,2012-05-05,2012-05-06,GREG MAXWELL,BRITISH COLUMBIA,WEST,HOME OFFICE,10273,16,NOT SPECIFIED,1
777,245,4,1065,2012-08-30,2012-08-30,VICKY FREYMANN,BRITISH COLUMBIA,WEST,HOME OFFICE,603347,13,MEDIUM,0
806,237,4,1109,2012-08-04,2012-08-06,RALPH KENNEDY,BRITISH COLUMBIA,WEST,CORPORATE,103105,2,NOT SPECIFIED,2
86,459,16,115,2009-07-16,2009-07-17,SKYE NORLING,ONTARIO,ONTARIO,HOME OFFICE,59273,45,NOT SPECIFIED,1
896,1270,4,1232,2012-02-11,2012-02-11,MAYA HERMAN,SASKACHEWAN,PRARIE,CORPORATE,8205645,5,LOW,0
911,302,10,1255,2009-01-22,2009-01-26,SALLY MATTHIAS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,2818008,32,LOW,4
920,329,10,1272,2012-03-28,2012-03-28,BRIAN DERR,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,60391,37,HIGH,0
931,333,16,1288,2009-11-23,2009-11-25,NEIL DUCICH,NOVA SCOTIA,ATLANTIC,HOME OFFICE,5647,4,MEDIUM,2
1005,377,16,1392,2010-01-18,2010-01-20,CHAD SIEVERT,MANITOBA,PRARIE,CORPORATE,15,1,HIGH,2
1007,379,4,1394,2010-07-29,2010-07-30,NEIL DUCICH,MANITOBA,PRARIE,HOME OFFICE,2766818,47,HIGH,1
1025,376,9,1416,2012-05-03,2012-05-04,BRAD NORVELL,MANITOBA,PRARIE,CORPORATE,3648,42,CRITICAL,1
1027,366,10,1419,2010-11-13,2010-11-14,THEONE PIPPENGER,MANITOBA,PRARIE,CORPORATE,111882,8,MEDIUM,1
1100,426,4,1517,2011-02-20,2011-02-21,MARY ZEWE,ONTARIO,ONTARIO,CORPORATE,32769965,30,CRITICAL,1
1122,412,4,1548,2011-02-04,2011-02-05,GUY THORNTON,ONTARIO,ONTARIO,CORPORATE,48040385,46,MEDIUM,1
1130,428,9,1559,2010-05-08,2010-05-13,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,17152,32,LOW,5
1673,498,5,2313,2010-06-07,2010-06-11,ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,2393,3,LOW,4
1749,595,1,2422,2011-11-10,2011-11-14,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,517627,40,LOW,4
1774,482,1,2459,2011-03-15,2011-03-22,MICHAEL NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,24318,36,LOW,7
1782,596,1,2469,2012-03-16,2012-03-18,SHAHID COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,21022,13,HIGH,2
1884,671,5,2586,2010-03-24,2010-03-25,SHIRLEY JACKSON,NOVA SCOTIA,ATLANTIC,CORPORATE,201214,49,MEDIUM,1
1892,683,1,2598,2012-06-24,2012-06-26,DEAN PERCER,NOVA SCOTIA,ATLANTIC,HOME OFFICE,166086,4,NOT SPECIFIED,2
1904,1526,5,2610,2012-08-05,2012-08-05,DEANRA ENO,YUKON,YUKON,CORPORATE,5396,39,HIGH,0
1933,707,1,2649,2011-02-18,2011-02-21,ANTHONY GARVERICK,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,6957,8,CRITICAL,3
1941,696,1,2658,2009-10-26,2009-10-27,CHUCK SACHS,NOVA SCOTIA,ATLANTIC,CONSUMER,265123,27,HIGH,1
196,75,1,267,2010-10-15,2010-10-16,NICOLE HANSEN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,214903,34,CRITICAL,1
1972,715,1,2696,2012-07-02,2012-07-03,MARK HABERLIN,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,17699,18,NOT SPECIFIED,1
199,107,1,272,2012-09-16,2012-09-18,SUSAN VITTORINI,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,45691,28,CRITICAL,2
1991,1495,1,2720,2010-11-25,2010-11-27,EVAN HENRY,YUKON,YUKON,CORPORATE,206663,14,LOW,2
2042,696,5,2792,2009-06-07,2009-06-09,CHUCK SACHS,NOVA SCOTIA,ATLANTIC,CONSUMER,220831,48,LOW,2
2086,793,5,2855,2011-01-06,2011-01-07,RALPH ARNETT,QUEBEC,QUEBEC,CONSUMER,1081948,1,MEDIUM,1
210,94,1,287,2010-02-06,2010-02-07,CARL LUDWIG,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,80219,25,NOT SPECIFIED,1
2458,957,12,3370,2012-08-21,2012-08-22,THERESA SWINT,QUEBEC,QUEBEC,SMALL BUSINESS,13679,33,CRITICAL,1
2478,931,12,3395,2009-01-21,2009-01-23,AARON SMAYLING,QUEBEC,QUEBEC,SMALL BUSINESS,13998,33,LOW,2
2482,977,5,3399,2010-01-24,2010-01-24,TED BUTTERFIELD,QUEBEC,QUEBEC,CORPORATE,27901,47,HIGH,0
2485,944,5,3403,2010-11-14,2010-11-15,MATHEW REESE,QUEBEC,QUEBEC,SMALL BUSINESS,11517,9,HIGH,1
2493,962,5,3417,2011-12-11,2011-12-11,JUSTIN MACKENDRICK,QUEBEC,QUEBEC,CORPORATE,14669,28,CRITICAL,0
2519,925,1,3452,2010-09-20,2010-09-21,ANNE PRYOR,QUEBEC,QUEBEC,CONSUMER,13742,8,NOT SPECIFIED,1
2534,954,12,3469,2012-04-16,2012-04-17,CLAY LUDTKE,QUEBEC,QUEBEC,CONSUMER,8653,23,HIGH,1
2575,990,12,3529,2011-01-24,2011-01-26,TRACY PODDAR,ONTARIO,ONTARIO,CORPORATE,1496,4,HIGH,2
2625,994,1,3592,2010-11-07,2010-11-08,JIM KRIZ,ONTARIO,ONTARIO,CONSUMER,489058,35,MEDIUM,1
1262,464,6,1743,2010-02-20,2010-02-22,PAULINE CHAND,ONTARIO,ONTARIO,CORPORATE,11657,23,CRITICAL,2
1296,484,6,1788,2012-06-08,2012-06-11,LISA DECHERNEY,ONTARIO,ONTARIO,CONSUMER,11554,24,MEDIUM,3
1325,504,6,1824,2009-11-22,2009-11-22,ANN BLUME,ONTARIO,ONTARIO,CORPORATE,25972,27,HIGH,0
1381,533,6,1903,2010-03-07,2010-03-08,THERESA COYNE,ONTARIO,ONTARIO,HOME OFFICE,19503,45,NOT SPECIFIED,1
1411,493,6,1947,2010-08-05,2010-08-06,KELLY LAMPKIN,ONTARIO,ONTARIO,CORPORATE,156751,40,CRITICAL,1
1430,491,6,1977,2009-05-20,2009-05-20,DUANE HUFFMAN,ONTARIO,ONTARIO,SMALL BUSINESS,22048,36,MEDIUM,0
1481,515,6,2044,2010-03-02,2010-03-03,ALAN HWANG,ONTARIO,ONTARIO,SMALL BUSINESS,39331,20,HIGH,1
1157,444,6,1598,2010-05-10,2010-05-10,BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,14746,39,HIGH,0
1177,450,6,1623,2011-05-14,2011-05-21,JASON GROSS,ONTARIO,ONTARIO,SMALL BUSINESS,7925,9,LOW,7
1255,464,6,1735,2011-10-05,2011-10-06,PAULINE CHAND,ONTARIO,ONTARIO,CORPORATE,33889,6,MEDIUM,1
1271,466,6,1756,2012-07-12,2012-07-14,RITSA HIGHTOWER,ONTARIO,ONTARIO,CORPORATE,1285,17,MEDIUM,2
1321,486,6,1819,2012-03-11,2012-03-13,TAMARA DAHLEN,ONTARIO,ONTARIO,CORPORATE,50798,9,LOW,2
1379,502,6,1900,2010-02-20,2010-02-21,EDWARD BECKER,ONTARIO,ONTARIO,CORPORATE,49816,48,NOT SPECIFIED,1
1413,488,6,1949,2012-03-16,2012-03-17,HENRY MACALLISTER,ONTARIO,ONTARIO,SMALL BUSINESS,8331,13,NOT SPECIFIED,1
1479,522,6,2042,2010-11-22,2010-11-23,PATRICK BZOSTEK,ONTARIO,ONTARIO,CONSUMER,16741,38,HIGH,1
1559,555,6,2154,2009-08-17,2009-08-18,NARESJ PATEL,ONTARIO,ONTARIO,CORPORATE,198216,47,HIGH,1
1579,566,6,2179,2010-03-09,2010-03-09,ANEMONE RATNER,ONTARIO,ONTARIO,SMALL BUSINESS,2338,3,CRITICAL,0
1615,549,6,2232,2009-11-25,2009-11-26,CYNTHIA ARNTZEN,ONTARIO,ONTARIO,HOME OFFICE,2924,4,MEDIUM,1
173,97,6,235,2011-03-19,2011-03-21,CHARLES MCCROSSIN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,15779,31,CRITICAL,2
1703,589,6,2359,2012-08-06,2012-08-07,NATHAN GELDER,ONTARIO,ONTARIO,HOME OFFICE,1097,16,HIGH,1
1733,576,6,2396,2012-01-16,2012-01-18,MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,79221,43,CRITICAL,2
1736,595,6,2400,2011-11-26,2011-11-27,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,51403,45,HIGH,1
1754,586,6,2432,2010-02-17,2010-02-17,MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,9522,18,CRITICAL,0
1775,593,6,2460,2011-12-20,2011-12-21,PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,2823,5,MEDIUM,1
1796,1506,6,2488,2010-03-13,2010-03-14,CARLOS MEADOR,YUKON,YUKON,CORPORATE,13919,23,MEDIUM,1
785,238,6,1078,2010-01-20,2010-01-21,ROB DOWD,BRITISH COLUMBIA,WEST,CORPORATE,21785,5,HIGH,1
797,265,6,1099,2009-08-27,2009-08-27,NEIL KNUDSON,BRITISH COLUMBIA,WEST,CORPORATE,8166,15,MEDIUM,0
818,268,6,1125,2012-08-19,2012-08-20,BILL EPLETT,BRITISH COLUMBIA,WEST,CORPORATE,57397,39,NOT SPECIFIED,1
86,459,6,115,2009-07-16,2009-07-17,SKYE NORLING,ONTARIO,ONTARIO,HOME OFFICE,7556,22,NOT SPECIFIED,1
920,329,6,1272,2012-03-28,2012-03-28,BRIAN DERR,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,20649,31,HIGH,0
947,340,6,1310,2009-07-03,2009-07-05,NEIL DUCICH,BRITISH COLUMBIA,WEST,HOME OFFICE,5581,7,HIGH,2
955,345,6,1323,2010-03-03,2010-03-07,JOHN CASTELL,BRITISH COLUMBIA,WEST,SMALL BUSINESS,93886,29,LOW,4
1014,368,6,1404,2012-04-12,2012-04-13,DANA KAYDOS,MANITOBA,PRARIE,CORPORATE,18179,33,CRITICAL,1
1149,440,6,1583,2010-08-09,2010-08-11,BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,10937,11,CRITICAL,2
1168,442,6,1612,2010-06-24,2010-06-25,RUSSELL APPLEGATE,ONTARIO,ONTARIO,HOME OFFICE,10821,19,CRITICAL,1
1204,458,6,1663,2009-04-28,2009-04-30,SANDRA GLASSCO,ONTARIO,ONTARIO,HOME OFFICE,246123,46,HIGH,2
1211,458,6,1673,2010-01-07,2010-01-07,SANDRA GLASSCO,ONTARIO,ONTARIO,HOME OFFICE,14716,21,MEDIUM,0
1257,468,6,1738,2010-09-25,2010-09-25,PETE ARMSTRONG,ONTARIO,ONTARIO,CONSUMER,11778,32,LOW,0
1275,467,6,1761,2012-05-12,2012-05-17,JONI BLUMSTEIN,ONTARIO,ONTARIO,HOME OFFICE,2623,3,LOW,5
1371,528,6,1889,2009-11-15,2009-11-16,ARTHUR WIEDIGER,ONTARIO,ONTARIO,CORPORATE,8143,12,MEDIUM,1
142,51,6,190,2010-08-04,2010-08-04,ANTHONY JOHNSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,1531,2,HIGH,0
1390,537,6,1919,2010-07-20,2010-07-20,RUBEN AUSMAN,ONTARIO,ONTARIO,CORPORATE,5499,14,HIGH,0
1457,544,6,2012,2010-07-30,2010-07-31,NAT CARROLL,ONTARIO,ONTARIO,HOME OFFICE,1344,2,HIGH,1
1252,465,6,1731,2010-03-08,2010-03-08,JENNIFER HALLADAY,ONTARIO,ONTARIO,HOME OFFICE,17792,40,CRITICAL,0
1327,506,6,1827,2011-10-06,2011-10-08,ALLEN GOLDEN,ONTARIO,ONTARIO,CONSUMER,39142,38,NOT SPECIFIED,2
1337,510,6,1838,2010-05-16,2010-05-16,ANNA HABERLIN,ONTARIO,ONTARIO,CORPORATE,22521,38,NOT SPECIFIED,0
1345,486,6,1848,2009-01-04,2009-01-05,TAMARA DAHLEN,ONTARIO,ONTARIO,CORPORATE,15135,42,CRITICAL,1
1468,546,6,2029,2012-12-30,2012-12-30,MATT HAGELSTEIN,ONTARIO,ONTARIO,HOME OFFICE,25746,37,LOW,0
1483,527,6,2047,2010-11-24,2010-11-25,DAVE HALLSTEN,ONTARIO,ONTARIO,HOME OFFICE,378,7,MEDIUM,1
1520,498,6,2099,2009-11-09,2009-11-11,ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,3047,4,HIGH,2
1577,559,6,2175,2012-10-06,2012-10-08,DAVID PHILIPPE,ONTARIO,ONTARIO,CONSUMER,38779,50,NOT SPECIFIED,2
1660,557,6,2291,2009-07-04,2009-07-06,DAVE HALLSTEN,ONTARIO,ONTARIO,CORPORATE,74884,14,LOW,2
1685,580,6,2330,2011-08-19,2011-08-20,SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,16314,24,NOT SPECIFIED,1
1729,584,6,2392,2010-09-21,2010-09-23,PHILLIP BREYER,ONTARIO,ONTARIO,CORPORATE,29512,41,NOT SPECIFIED,2
177,94,6,240,2010-01-14,2010-01-15,CARL LUDWIG,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,16676,31,HIGH,1
1835,639,4,2652,2012-11-01,2012-11-05,BRAD THOMAS,NEWFOUNDLAND,ATLANTIC,CORPORATE,20522655,22,LOW,4
1973,728,10,2698,2011-05-27,2011-05-28,SARA LUXEMBURG,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,97952,17,MEDIUM,1
2002,711,10,2735,2009-04-06,2009-04-06,DAVE POIRIER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,653248,38,CRITICAL,0
2004,758,4,2739,2010-10-07,2010-10-09,BENJAMIN VENIER,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,24355135,24,NOT SPECIFIED,2
2055,774,4,2809,2010-03-03,2010-03-04,DOUG JACOBS,NOVA SCOTIA,ATLANTIC,HOME OFFICE,803267,15,MEDIUM,1
2102,788,9,2876,2011-04-18,2011-04-18,BRADLEY NGUYEN,QUEBEC,QUEBEC,CONSUMER,15138,27,HIGH,0
2109,780,10,2884,2011-12-10,2011-12-12,MICHELLE TRAN,QUEBEC,QUEBEC,CONSUMER,95109,15,NOT SPECIFIED,2
2165,783,9,2951,2010-05-26,2010-05-26,BARRY GONZALEZ,QUEBEC,QUEBEC,CONSUMER,56106,49,HIGH,0
2207,839,10,3006,2011-12-25,2011-12-26,AARON HAWKINS,QUEBEC,QUEBEC,HOME OFFICE,141093,10,MEDIUM,1
2241,1672,10,3044,2010-01-25,2010-01-25,MARIBETH DONA,BRITISH COLUMBIA,WEST,HOME OFFICE,311647,33,HIGH,0
2270,848,10,3094,2009-05-20,2009-05-21,ELIZABETH MOFFITT,QUEBEC,QUEBEC,CONSUMER,44299,4,HIGH,1
223,46,4,311,2010-11-22,2010-11-22,GRANT CARROLL,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,8269735,6,LOW,0
2282,839,9,3122,2010-10-04,2010-10-05,AARON HAWKINS,QUEBEC,QUEBEC,HOME OFFICE,44346,30,CRITICAL,1
2256,875,4,3071,2010-05-13,2010-05-16,MICHAEL STEWART,QUEBEC,QUEBEC,SMALL BUSINESS,1702499,16,MEDIUM,3
2269,836,4,3092,2009-10-05,2009-10-06,PAUL KNUTSON,QUEBEC,QUEBEC,CORPORATE,8252361,49,CRITICAL,1
2345,937,4,3219,2009-10-04,2009-10-06,JOHN STEVENSON,QUEBEC,QUEBEC,SMALL BUSINESS,7308283,43,NOT SPECIFIED,2
2385,939,16,3273,2009-06-09,2009-06-11,BEN WALLACE,QUEBEC,QUEBEC,HOME OFFICE,13884,15,CRITICAL,2
5425,1799,14,7580,2011-07-03,2011-07-04,RAYMOND BOOK,ALBERTA,WEST,CONSUMER,2772098,46,HIGH,1
669,224,14,916,2009-11-27,2009-11-30,ROY SKARIA,BRITISH COLUMBIA,WEST,CORPORATE,2087216,29,HIGH,3
4450,1497,7,6199,2009-05-13,2009-05-15,GIULIETTA DORTCH,YUKON,YUKON,SMALL BUSINESS,894,34,HIGH,2
4462,1532,14,6216,2012-05-11,2012-05-12,JULIANA KROHN,YUKON,YUKON,CORPORATE,337818,6,NOT SPECIFIED,1
4614,1571,14,6423,2010-01-09,2010-01-13,KAREN CARLISLE,BRITISH COLUMBIA,WEST,CORPORATE,298846,49,LOW,4
4640,1597,7,6462,2009-06-30,2009-07-01,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,17998,21,HIGH,1
4814,1645,7,6709,2009-08-07,2009-08-07,PAUL VAN HUGH,BRITISH COLUMBIA,WEST,CONSUMER,4165,22,HIGH,0
4874,1677,7,6801,2010-09-04,2010-09-05,LAUREN LEATHERBURY,BRITISH COLUMBIA,WEST,CORPORATE,27032,47,MEDIUM,1
4908,1673,7,6845,2011-04-01,2011-04-02,FRED HARTON,BRITISH COLUMBIA,WEST,HOME OFFICE,15119,42,CRITICAL,1
5188,1749,14,7252,2009-06-12,2009-06-14,ADAM SHILLINGSBURG,ALBERTA,WEST,CORPORATE,51774,12,HIGH,2
5461,1821,7,7630,2010-12-21,2010-12-23,PHILLINA OBER,ALBERTA,WEST,SMALL BUSINESS,8293,38,CRITICAL,2
5479,1805,7,7654,2012-01-09,2012-01-10,TONY SAYRE,ALBERTA,WEST,HOME OFFICE,11398,48,NOT SPECIFIED,1
588,204,7,799,2010-05-22,2010-05-23,MONICA FEDERLE,BRITISH COLUMBIA,WEST,CORPORATE,261,45,MEDIUM,1
591,195,7,807,2011-12-30,2011-12-31,SALLY KNUTSON,BRITISH COLUMBIA,WEST,CONSUMER,23986,40,MEDIUM,1
2915,1063,7,4022,2011-10-20,2011-10-20,STEVEN ROELLE,ONTARIO,ONTARIO,SMALL BUSINESS,4408,21,HIGH,0
2988,1105,14,4132,2012-08-28,2012-08-28,BECKY MARTIN,ONTARIO,ONTARIO,HOME OFFICE,926235,47,NOT SPECIFIED,0
1107,428,14,4200,2010-01-04,2010-01-05,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,224905,5,HIGH,1
3438,1233,7,4766,2011-06-18,2011-06-22,MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,6177,37,LOW,4
3487,1191,7,4829,2011-07-03,2011-07-05,JACK GARZA,MANITOBA,PRARIE,CORPORATE,15062021,5,CRITICAL,2
3498,1175,7,4845,2009-10-10,2009-10-10,PHILLIP FLATHMANN,MANITOBA,PRARIE,SMALL BUSINESS,6403,26,LOW,0
3602,1276,7,4986,2012-02-13,2012-02-14,PAULINE WEBBER,SASKACHEWAN,PRARIE,CONSUMER,12827,15,CRITICAL,1
3622,1264,7,5016,2010-05-15,2010-05-17,PATRICK RYAN,SASKACHEWAN,PRARIE,CORPORATE,5886,17,NOT SPECIFIED,2
3721,1309,14,5162,2012-07-30,2012-08-01,SUSAN PISTEK,SASKACHEWAN,PRARIE,HOME OFFICE,61414,3,LOW,2
396,139,14,532,2011-01-26,2011-01-27,ERICA BERN,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,866234,15,CRITICAL,1
3976,1369,7,5526,2010-03-28,2010-03-30,TRACY BLUMSTEIN,SASKACHEWAN,PRARIE,HOME OFFICE,7568,45,NOT SPECIFIED,2
3801,1327,7,5567,2012-07-15,2012-07-16,MEG TILLMAN,SASKACHEWAN,PRARIE,SMALL BUSINESS,17223,50,HIGH,1
1044,391,5,1442,2011-05-01,2011-05-03,MEG O'CONNEL,MANITOBA,PRARIE,CORPORATE,34364,41,CRITICAL,2
1077,411,1,1490,2009-01-10,2009-01-12,MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,52358,3,LOW,2
1120,416,1,1546,2009-07-02,2009-07-03,CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,145504,9,CRITICAL,1
1136,436,5,1566,2010-12-04,2010-12-06,DOUG O'CONNELL,ONTARIO,ONTARIO,SMALL BUSINESS,11012021,3,HIGH,2
1147,439,5,1581,2009-04-07,2009-04-08,CHRISTINE KARGATIS,ONTARIO,ONTARIO,SMALL BUSINESS,24485,14,MEDIUM,1
1150,441,1,1584,2011-06-29,2011-07-01,CRAIG CARROLL,ONTARIO,ONTARIO,SMALL BUSINESS,620616,50,MEDIUM,2
1169,443,5,1614,2012-04-22,2012-04-24,BILL DONATELLI,ONTARIO,ONTARIO,SMALL BUSINESS,38815,18,HIGH,2
1184,452,1,1635,2011-05-31,2011-06-01,ADAM BELLAVANCE,ONTARIO,ONTARIO,SMALL BUSINESS,197466,32,NOT SPECIFIED,1
1198,458,5,1652,2011-06-22,2011-06-23,SANDRA GLASSCO,ONTARIO,ONTARIO,HOME OFFICE,22432,2,HIGH,1
1235,467,5,1708,2009-02-14,2009-02-16,JONI BLUMSTEIN,ONTARIO,ONTARIO,HOME OFFICE,25677,4,LOW,2
1259,466,5,1740,2010-08-24,2010-08-26,RITSA HIGHTOWER,ONTARIO,ONTARIO,CORPORATE,70544,48,HIGH,2
1261,472,5,1742,2010-04-15,2010-04-17,NAT GILPIN,ONTARIO,ONTARIO,CONSUMER,103123,32,MEDIUM,2
1017,384,5,1407,2012-02-26,2012-02-27,ART FERGUSON,MANITOBA,PRARIE,CORPORATE,43344,29,NOT SPECIFIED,1
1047,1145,5,1446,2010-11-08,2010-11-09,KEN LONSDALE,NEW BRUNSWICK,ATLANTIC,CONSUMER,1673,1,HIGH,1
1060,405,5,1466,2010-12-12,2010-12-13,JASON GROSS,MANITOBA,PRARIE,SMALL BUSINESS,69109,9,HIGH,1
1068,398,12,1476,2012-06-26,2012-06-27,BRUCE STEWART,MANITOBA,PRARIE,CORPORATE,7694,15,HIGH,1
1192,455,5,1645,2009-04-11,2009-04-12,ROY SKARIA,ONTARIO,ONTARIO,CORPORATE,43055,35,HIGH,1
1205,459,1,1665,2009-09-13,2009-09-16,SKYE NORLING,ONTARIO,ONTARIO,HOME OFFICE,829529,48,CRITICAL,3
1208,458,12,1668,2010-02-22,2010-02-23,SANDRA GLASSCO,ONTARIO,ONTARIO,HOME OFFICE,1624,5,CRITICAL,1
1231,467,5,1700,2011-07-03,2011-07-06,JONI BLUMSTEIN,ONTARIO,ONTARIO,HOME OFFICE,505189,47,HIGH,3
1233,467,12,1703,2012-12-18,2012-12-20,JONI BLUMSTEIN,ONTARIO,ONTARIO,HOME OFFICE,11797,44,MEDIUM,2
1255,464,1,1735,2011-10-05,2011-10-06,PAULINE CHAND,ONTARIO,ONTARIO,CORPORATE,36252,25,MEDIUM,1
1318,499,12,1814,2011-09-12,2011-09-12,KELLY LAMPKIN,ONTARIO,ONTARIO,HOME OFFICE,10256,40,MEDIUM,0
1328,487,5,1828,2009-09-29,2009-09-30,ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,4904,6,NOT SPECIFIED,1
1363,499,5,1877,2009-11-30,2009-11-30,KELLY LAMPKIN,ONTARIO,ONTARIO,HOME OFFICE,243113,22,LOW,0
1372,529,1,1890,2012-06-15,2012-06-17,DUANE HUFFMAN,ONTARIO,ONTARIO,CONSUMER,75003,35,NOT SPECIFIED,2
1345,486,3,1848,2009-01-04,2009-01-05,TAMARA DAHLEN,ONTARIO,ONTARIO,CORPORATE,6334,17,CRITICAL,1
1358,523,8,1869,2010-08-17,2010-08-19,DARREN BUDD,ONTARIO,ONTARIO,HOME OFFICE,16537,26,LOW,2
140,44,8,188,2010-08-26,2010-08-30,JOY BELL,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,53166,26,LOW,4
1373,530,8,1891,2010-10-13,2010-10-15,JIM MITCHUM,ONTARIO,ONTARIO,CONSUMER,97182,22,NOT SPECIFIED,2
1374,511,8,1893,2009-12-04,2009-12-05,ERIN ASHBROOK,ONTARIO,ONTARIO,CONSUMER,29296,3,HIGH,1
1456,496,3,2011,2010-01-22,2010-01-24,ED LUDWIG,ONTARIO,ONTARIO,CONSUMER,34519,12,LOW,2
1507,540,8,2083,2010-11-25,2010-11-27,MAGDELENE MORSE,ONTARIO,ONTARIO,HOME OFFICE,157514,37,HIGH,2
1512,501,3,2088,2011-12-16,2011-12-17,JAMES LANIER,ONTARIO,ONTARIO,CORPORATE,37195,49,MEDIUM,1
1544,564,3,2136,2009-09-12,2009-09-13,AMY COX,ONTARIO,ONTARIO,SMALL BUSINESS,6092,33,NOT SPECIFIED,1
1553,502,8,2147,2009-06-13,2009-06-17,EDWARD BECKER,ONTARIO,ONTARIO,CORPORATE,87797,29,LOW,4
1588,518,3,2194,2010-05-09,2010-05-10,EDWARD BECKER,ONTARIO,ONTARIO,HOME OFFICE,3637,19,MEDIUM,1
1653,571,8,2282,2009-12-07,2009-12-10,MATT COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,342188,44,CRITICAL,3
174,77,3,236,2011-05-08,2011-05-10,DON MILLER,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,37621,19,NOT SPECIFIED,2
1768,593,8,2451,2012-04-09,2012-04-10,PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,15347,49,MEDIUM,1
1779,583,3,2466,2012-07-22,2012-07-23,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,4056,45,NOT SPECIFIED,1
1169,443,8,1614,2012-04-22,2012-04-24,BILL DONATELLI,ONTARIO,ONTARIO,SMALL BUSINESS,3631,1,HIGH,2
1276,472,3,1762,2012-03-15,2012-03-15,NAT GILPIN,ONTARIO,ONTARIO,CONSUMER,3339,8,NOT SPECIFIED,0
1342,513,3,1845,2009-11-02,2009-11-06,BILL STEWART,ONTARIO,ONTARIO,CORPORATE,45768,16,LOW,4
1356,521,8,1865,2009-12-20,2009-12-22,DARREN POWERS,ONTARIO,ONTARIO,CORPORATE,108243,23,CRITICAL,2
1378,532,8,1898,2012-04-27,2012-04-28,FRANK HAWLEY,ONTARIO,ONTARIO,HOME OFFICE,144697,47,HIGH,1
1381,533,3,1903,2010-03-07,2010-03-08,THERESA COYNE,ONTARIO,ONTARIO,HOME OFFICE,35149,8,NOT SPECIFIED,1
1430,491,3,1977,2009-05-20,2009-05-20,DUANE HUFFMAN,ONTARIO,ONTARIO,SMALL BUSINESS,75152,25,MEDIUM,0
1432,528,8,1982,2009-05-18,2009-05-20,ARTHUR WIEDIGER,ONTARIO,ONTARIO,CORPORATE,359636,47,NOT SPECIFIED,2
1459,529,3,2016,2011-06-11,2011-06-12,DUANE HUFFMAN,ONTARIO,ONTARIO,CONSUMER,12756,22,CRITICAL,1
2300,904,13,3146,2012-02-19,2012-02-24,DEANRA ENO,QUEBEC,QUEBEC,CORPORATE,374,20,LOW,5
